Model,Month,a,b,c,Precision
SE2018HV,2019/1/1,0,0,1,0.984233
SE2018HV,2019/2/1,0,0.99,0.00999999,0.969647
SE2018HV,2019/3/1,0.99,0,0.00999999,0.965418
SE2018HV,2019/4/1,0,0,1,0.971813
SE2018HV,2019/5/1,0.22,0,0.78,0.797868
SE2018HV,2019/6/1,0,0,1,0.960849
SE2018HV,2019/7/1,0,0.1,0.9,0.865763
SE2018HV,2019/8/1,0.76,0.23,0.01,0.779267
SE2018HV,2019/9/1,0,0.99,0.00999999,0.946442
SE2216Hf,2018/5/1,0.99,0,0.00999999,0.972097
SE2216Hf,2018/6/1,0.65,0.35,2.98023e-08,0.847591
SE2216Hf,2018/7/1,0.72,0.11,0.17,0.860641
SE2216Hf,2018/8/1,0.42,0.58,5.96046e-08,0.968757
SE2216Hf,2018/9/1,0.99,0,0.00999999,0.990583
SE2216Hf,2018/10/1,0,0.18,0.82,0.990094
SE2216Hf,2018/11/1,0.12,0.87,0.00999999,0.974462
SE2216Hf,2018/12/1,0,0.98,0.02,0.967248
SE2216Hf,2019/1/1,0.99,0,0.00999999,0.980345
SE2216Hf,2019/2/1,0,0,1,0.974239
SE2216Hf,2019/3/1,0,0.99,0.00999999,0.981968
SE2216Hf,2019/4/1,0.99,0,0.00999999,0.971741
SE2216Hf,2019/5/1,0,0,1,0.843836
SE2216Hf,2019/6/1,0,0,1,0.95663
SE2216Hf,2019/7/1,0,0.87,0.13,0.915585
SE2216Hf,2019/8/1,0.6,0.39,0.00999999,0.85352
SE2216Hf,2019/9/1,0.14,0.37,0.49,0.975297
SE2216HVf,2018/5/1,0.34,0.06,0.6,0.977887
SE2216HVf,2018/6/1,0.65,0.35,2.98023e-08,0.896951
SE2216HVf,2018/7/1,0.8,0.19,0.00999999,0.877924
SE2216HVf,2018/8/1,0.99,0,0.00999999,0.956028
SE2216HVf,2018/9/1,0.99,0,0.00999999,0.981597
SE2216HVf,2018/10/1,0,0,1,0.969848
SE2216HVf,2018/11/1,0,0.99,0.00999999,0.941708
SE2216HVf,2018/12/1,0.96,0.04,2.23517e-08,0.936496
SE2216HVf,2019/1/1,0.99,0,0.00999999,0.984751
SE2216HVf,2019/2/1,0,0,1,0.900748
SE2216HVf,2019/3/1,0.95,0,0.05,0.930526
SE2216HVf,2019/4/1,0.99,0,0.00999999,0.901902
SE2216HVf,2019/5/1,0.99,0,0.00999999,0.603333
SE2216HVf,2019/6/1,0,0,1,0.9418
SE2216HVf,2019/7/1,0,0.13,0.87,0.708219
SE2216HVf,2019/8/1,0,0.13,0.87,0.694345
SE2216HVf,2019/9/1,0,0,1,0.901827
SE2218HV,2018/5/1,0.18,0,0.82,0.976327
SE2218HV,2018/6/1,0,0.45,0.55,0.849914
SE2218HV,2018/7/1,0.11,0.17,0.72,0.883069
SE2218HV,2018/8/1,0,0.61,0.39,0.979604
SE2218HV,2018/9/1,0.76,0.14,0.1,0.994888
SE2218HV,2018/10/1,0,0.99,0.00999999,0.989131
SE2218HV,2018/11/1,0.6,0,0.4,0.975622
SE2218HV,2018/12/1,0,0,1,0.962676
SE2218HV,2019/1/1,0,0,1,0.985004
SE2218HV,2019/2/1,0,0.99,0.00999999,0.962066
SE2218HV,2019/3/1,0.99,0,0.00999999,0.974508
SE2218HV,2019/4/1,0,0.99,0.00999999,0.963125
SE2218HV,2019/5/1,0.99,0,0.00999999,0.84643
SE2218HV,2019/6/1,0,0,1,0.962891
SE2218HV,2019/7/1,0,0.99,0.00999999,0.906194
SE2218HV,2019/8/1,0,0,1,0.826864
SE2218HV,2019/9/1,0.96,0.04,2.23517e-08,0.965201
SE2416Hc,2018/5/1,0.99,0,0.00999999,0.975864
SE2416Hc,2018/6/1,0,0.69,0.31,0.895287
SE2416Hc,2018/7/1,0.73,0,0.27,0.893745
SE2416Hc,2018/8/1,0,0.99,0.00999999,0.977555
SE2416Hc,2018/9/1,0.99,0,0.00999999,0.992958
SE2416Hc,2018/10/1,0,0.13,0.87,0.976744
SE2416Hc,2018/11/1,0.09,0,0.91,0.96439
SE2416Hc,2018/12/1,0,0.99,0.00999999,0.960104
SE2416Hc,2019/1/1,0,0,1,0.979965
SE2416Hc,2019/2/1,0,0,1,0.964307
SE2416Hc,2019/3/1,0.99,0,0.00999999,0.960977
SE2416Hc,2019/4/1,0.99,0,0.00999999,0.961847
SE2416Hc,2019/5/1,0,0.99,0.00999999,0.75963
SE2416Hc,2019/6/1,0,0,1,0.954759
SE2416Hc,2019/7/1,0,0.99,0.00999999,0.912265
SE2416Hc,2019/8/1,0.99,0,0.00999999,0.793006
SE2416Hc,2019/9/1,0,0.99,0.00999999,0.955867
SE2416HMc,2018/5/1,0.99,0,0.00999999,0.974108
SE2416HMc,2018/6/1,0.03,0.96,0.0100001,0.882907
SE2416HMc,2018/7/1,0.96,0.04,2.23517e-08,0.872138
SE2416HMc,2018/8/1,0,0,1,0.970489
SE2416HMc,2018/9/1,0,0,1,0.992609
SE2416HMc,2018/10/1,0,0.99,0.00999999,0.964111
SE2416HMc,2018/11/1,0.99,0,0.00999999,0.945781
SE2416HMc,2018/12/1,0.99,0,0.00999999,0.919371
SE2416HMc,2019/1/1,0,0.99,0.00999999,0.975864
SE2416HMc,2019/2/1,0.99,0,0.00999999,0.955032
SE2416HMc,2019/3/1,0,0.99,0.00999999,0.926384
SE2416HMc,2019/4/1,0,0,1,0.951081
SE2416HMc,2019/5/1,0.71,0.29,2.98023e-08,0.578633
SE2416HMc,2019/6/1,0,0,1,0.926744
SE2416HMc,2019/7/1,0,0.99,0.00999999,0.868814
SE2416HMc,2019/8/1,0,0.52,0.48,0.653857
SE2416HMc,2019/9/1,0.99,0,0.00999999,0.93796
SE2417HGc,2018/5/1,0.99,0,0.00999999,0.972676
SE2417HGc,2018/6/1,0,0.99,0.00999999,0.870111
SE2417HGc,2018/7/1,0.67,0,0.33,0.871984
SE2417HGc,2018/8/1,0.53,0.47,2.98023e-08,0.954915
SE2417HGc,2018/9/1,0,0,1,0.982493
SE2417HGc,2018/10/1,0.72,0.27,0.00999996,0.991338
SE2417HGc,2018/11/1,0.19,0,0.81,0.975947
SE2417HGc,2018/12/1,0,0,1,0.960131
SE2417HGc,2019/1/1,0,0.99,0.00999999,0.985533
SE2417HGc,2019/2/1,0,0,1,0.972835
SE2417HGc,2019/3/1,0.74,0,0.26,0.983444
SE2417HGc,2019/4/1,0.01,0.73,0.26,0.975704
SE2417HGc,2019/5/1,0,0.99,0.00999999,0.891176
SE2417HGc,2019/6/1,0,0,1,0.957658
SE2417HGc,2019/7/1,0.04,0.1,0.86,0.916266
SE2417HGc,2019/8/1,0.77,0.23,1.49012e-08,0.846127
SE2417HGc,2019/9/1,0.81,0.18,0.00999999,0.973331
SE2419Hf,2018/5/1,0,0,1,0.967845
SE2419Hf,2018/6/1,0,0.57,0.43,0.891109
SE2419Hf,2018/7/1,0.15,0,0.85,0.900185
SE2419Hf,2018/8/1,0.99,0,0.00999999,0.974411
SE2419Hf,2018/9/1,0,0,1,0.987771
SE2419Hf,2018/10/1,0,0,1,0.979737
SE2419Hf,2018/11/1,0,0,1,0.963844
SE2419Hf,2018/12/1,0,0,1,0.957559
SE2419Hf,2019/1/1,0.99,0,0.00999999,0.979655
SE2419Hf,2019/2/1,0,0,1,0.963174
SE2419Hf,2019/3/1,0,0,1,0.968856
SE2419Hf,2019/4/1,0,0.36,0.64,0.978051
SE2419Hf,2019/5/1,0.14,0.82,0.04,0.929496
SE2419Hf,2019/6/1,0,0.16,0.84,0.954009
SE2419Hf,2019/7/1,0.06,0.36,0.58,0.91836
SE2419Hf,2019/8/1,0.17,0.44,0.39,0.890487
SE2419Hf,2019/9/1,0.01,0.98,0.00999999,0.973388
SE2717Hc,2018/5/1,0,0,1,0.977574
SE2717Hc,2018/6/1,0.44,0.54,0.02,0.911568
SE2717Hc,2018/7/1,0.92,0.06,0.02,0.894127
SE2717Hc,2018/8/1,0,0.5,0.5,0.962135
SE2717Hc,2018/9/1,0.02,0.36,0.62,0.994952
SE2717Hc,2018/10/1,0,0.52,0.48,0.988721
SE2717Hc,2018/11/1,0.68,0.31,0.00999999,0.975923
SE2717Hc,2018/12/1,0.91,0,0.09,0.97005
SE2717Hc,2019/1/1,0,0.99,0.00999999,0.983963
SE2717Hc,2019/2/1,0,0.99,0.00999999,0.969916
SE2717Hc,2019/3/1,0.99,0,0.00999999,0.975147
SE2717Hc,2019/4/1,0.33,0.66,0.00999993,0.978094
SE2717Hc,2019/5/1,0.17,0.4,0.43,0.837802
SE2717Hc,2019/6/1,0,0.31,0.69,0.964655
SE2717Hc,2019/7/1,0,0.52,0.48,0.900989
SE2717Hc,2019/8/1,0.77,0.23,1.49012e-08,0.840936
SE2717Hc,2019/9/1,0.99,0,0.00999999,0.951529
SE2719Hf,2018/5/1,0.89,0.11,1.49012e-08,0.968999
SE2719Hf,2018/6/1,0.16,0.08,0.76,0.870647
SE2719Hf,2018/7/1,0,0,1,0.897944
SE2719Hf,2018/8/1,0.99,0,0.00999999,0.974411
SE2719Hf,2018/9/1,0,0,1,0.987771
SE2719Hf,2018/10/1,0,0,1,0.979737
SE2719Hf,2018/11/1,0,0,1,0.963844
SE2719Hf,2018/12/1,0,0,1,0.957559
SE2719Hf,2019/1/1,0.99,0,0.00999999,0.979655
SE2719Hf,2019/2/1,0,0,1,0.963174
SE2719Hf,2019/3/1,0,0,1,0.968856
SE2719Hf,2019/4/1,0,0.36,0.64,0.978051
SE2719Hf,2019/5/1,0.14,0.63,0.23,0.929672
SE2719Hf,2019/6/1,0.08,0.51,0.41,0.956472
SE2719Hf,2019/7/1,0.68,0,0.32,0.909565
SE2719Hf,2019/8/1,0,0.16,0.84,0.863436
SE2719Hf,2019/9/1,0,0.99,0.00999999,0.961887
SP2318Hb,2018/5/1,0,0.96,0.04,0.978859
SP2318Hb,2018/6/1,0.39,0.55,0.06,0.905688
SP2318Hb,2018/7/1,0.13,0,0.87,0.891997
SP2318Hb,2018/8/1,0,0.64,0.36,0.981602
SP2318Hb,2018/9/1,0,0.21,0.79,0.996527
SP2318Hb,2018/10/1,0,0.15,0.85,0.980982
SP2318Hb,2018/11/1,0.83,0.17,1.49012e-08,0.96456
SP2318Hb,2018/12/1,0.96,0.04,2.23517e-08,0.957364
SP2318Hb,2019/1/1,0,0.99,0.00999999,0.975621
SP2318Hb,2019/2/1,0,0,1,0.972863
SP2318Hb,2019/3/1,0,0.99,0.00999999,0.95937
SP2318Hb,2019/4/1,0.99,0,0.00999999,0.977443
SP2318Hb,2019/5/1,0.53,0.47,2.98023e-08,0.761695
SP2318Hb,2019/6/1,0,0,1,0.959799
SP2318Hb,2019/7/1,0,0.89,0.11,0.854976
SP2318Hb,2019/8/1,0.99,0,0.00999999,0.7754
SP2318Hb,2019/9/1,0.78,0.22,2.98023e-08,0.953146
SP2418Hb,2018/5/1,0.99,0,0.00999999,0.968956
SP2418Hb,2018/6/1,0,0.06,0.94,0.821441
SP2418Hb,2018/7/1,0.36,0,0.64,0.873887
SP2418Hb,2018/8/1,0,0,1,0.974837
SP2418Hb,2018/9/1,0.63,0,0.37,0.997902
SP2418Hb,2018/10/1,0,0.89,0.11,0.985332
SP2418Hb,2018/11/1,0.35,0,0.65,0.971344
SP2418Hb,2018/12/1,0,0.99,0.00999999,0.959105
SP2418Hb,2019/1/1,0.89,0.08,0.03,0.984719
SP2418Hb,2019/2/1,0.65,0.35,2.98023e-08,0.952856
SP2418Hb,2019/3/1,0,0,1,0.961189
SP2418Hb,2019/4/1,0.44,0.55,0.00999999,0.937393
SP2418Hb,2019/5/1,0.99,0,0.00999999,0.739027
SP2418Hb,2019/6/1,0,0.11,0.89,0.949152
SP2418Hb,2019/7/1,0,0.7,0.3,0.841029
SP2418Hb,2019/8/1,0.78,0.22,2.98023e-08,0.584948
SP2418Hb,2019/9/1,0.5,0,0.5,0.941772
U2412Mc,2018/5/1,0,0.38,0.62,0.976532
U2412Mc,2018/6/1,0,0.09,0.91,0.814066
U2412Mc,2018/7/1,0.15,0.84,0.0100001,0.874449
U2412Mc,2018/8/1,0,0.99,0.00999999,0.975035
U2412Mc,2018/9/1,0.99,0,0.00999999,0.992975
U2412Mc,2018/10/1,0.96,0.04,2.23517e-08,0.974683
U2412Mc,2018/11/1,0.96,0.04,2.23517e-08,0.942457
U2412Mc,2018/12/1,0,0.59,0.41,0.957246
U2412Mc,2019/1/1,0.93,0.05,0.02,0.984897
U2412Mc,2019/2/1,0.04,0.05,0.91,0.974665
U2412Mc,2019/3/1,0.16,0,0.84,0.93643
U2412Mc,2019/4/1,0.07,0.92,0.00999999,0.977182
U2412Mc,2019/5/1,0.99,0,0.00999999,0.645543
U2412Mc,2019/6/1,0,0,1,0.93839
U2412Mc,2019/7/1,0,0.99,0.00999999,0.82694
U2412Mc,2019/8/1,0.39,0,0.61,0.732874
U2412Mc,2019/9/1,0,0.99,0.00999999,0.928115
U2414Hb,2018/5/1,0.96,0.04,2.23517e-08,0.977714
U2414Hb,2018/6/1,0.99,0,0.00999999,0.891806
U2414Hb,2018/7/1,0.89,0,0.11,0.868759
U2414Hb,2018/8/1,0,0.99,0.00999999,0.975926
U2414Hb,2018/9/1,0,0.99,0.00999999,0.995308
U2414Hb,2018/10/1,0,0.99,0.00999999,0.970662
U2414Hb,2018/11/1,0.99,0,0.00999999,0.951048
U2414Hb,2018/12/1,0.95,0.05,1.11759e-08,0.930845
U2414Hb,2019/1/1,0,0.99,0.00999999,0.979838
U2414Hb,2019/2/1,0.99,0,0.00999999,0.914232
U2414Hb,2019/3/1,0.99,0,0.00999999,0.951114
U2414Hb,2019/4/1,0.22,0,0.78,0.913458
U2414Hb,2019/5/1,0.99,0,0.00999999,0.611796
U2414Hb,2019/6/1,0,0,1,0.958145
U2414Hb,2019/7/1,0,0.99,0.00999999,0.814094
U2414Hb,2019/8/1,0,0,1,0.796945
U2414Hb,2019/9/1,0,0.99,0.00999999,0.964246
U2415b,2018/5/1,0,0,1,0.974273
U2415b,2018/6/1,0,0.99,0.00999999,0.832295
U2415b,2018/7/1,0.08,0.81,0.11,0.865034
U2415b,2018/8/1,0,0,1,0.971257
U2415b,2018/9/1,0,0.99,0.00999999,0.99064
U2415b,2018/10/1,0,0.13,0.87,0.990647
U2415b,2018/11/1,0.09,0.79,0.12,0.982298
U2415b,2018/12/1,0,0.8,0.2,0.964564
U2415b,2019/1/1,0.95,0.05,1.11759e-08,0.986188
U2415b,2019/2/1,0,0.17,0.83,0.979673
U2415b,2019/3/1,0,0.04,0.96,0.984742
U2415b,2019/4/1,0.77,0.23,1.49012e-08,0.979471
U2415b,2019/5/1,0.8,0,0.2,0.866475
U2415b,2019/6/1,0,0.17,0.83,0.951286
U2415b,2019/7/1,0.07,0.92,0.00999999,0.92084
U2415b,2019/8/1,0,0.45,0.55,0.823018
U2415b,2019/9/1,0,0.72,0.28,0.979404
U2417Ht,2018/5/1,0,0,1,0.97504
U2417Ht,2018/6/1,0.68,0.16,0.16,0.909758
U2417Ht,2018/7/1,0.71,0.03,0.26,0.896592
U2417Ht,2018/8/1,0,0,1,0.975548
U2417Ht,2018/9/1,0.19,0.8,0.00999999,0.998717
U2417Ht,2018/10/1,0.99,0,0.00999999,0.979698
U2417Ht,2018/11/1,0.99,0,0.00999999,0.962037
U2417Ht,2018/12/1,0,0.99,0.00999999,0.941096
U2417Ht,2019/1/1,0.29,0.7,0.0100001,0.985021
U2417Ht,2019/2/1,0,0.99,0.00999999,0.957228
U2417Ht,2019/3/1,0,0.99,0.00999999,0.958329
U2417Ht,2019/4/1,0,0.37,0.63,0.940565
U2417Ht,2019/5/1,0.99,0,0.00999999,0.728459
U2417Ht,2019/6/1,0.05,0,0.95,0.937173
U2417Ht,2019/7/1,0,0.99,0.00999999,0.887451
U2417Ht,2019/8/1,0.99,0,0.00999999,0.715937
U2417Ht,2019/9/1,0.99,0,0.00999999,0.963887
U2419HSt,2018/5/1,0,0.99,0.00999999,0.971282
U2419HSt,2018/6/1,0,0.15,0.85,0.87052
U2419HSt,2018/7/1,0.16,0.83,0.0100001,0.898916
U2419HSt,2018/8/1,0.99,0,0.00999999,0.974411
U2419HSt,2018/9/1,0,0,1,0.987771
U2419HSt,2018/10/1,0,0,1,0.979737
U2419HSt,2018/11/1,0,0,1,0.963844
U2419HSt,2018/12/1,0,0,1,0.957559
U2419HSt,2019/1/1,0.99,0,0.00999999,0.979655
U2419HSt,2019/2/1,0,0,1,0.963174
U2419HSt,2019/3/1,0,0,1,0.968856
U2419HSt,2019/4/1,0.99,0,0.00999999,0.965042
U2419HSt,2019/5/1,0,0,1,0.808711
U2419HSt,2019/6/1,0,0,1,0.934354
U2419HSt,2019/7/1,0,0.16,0.84,0.926977
U2419HSt,2019/8/1,0.17,0.8,0.03,0.888386
U2419HSt,2019/9/1,0.37,0.2,0.43,0.971915
U2419Ht,2018/5/1,0,0,1,0.970414
U2419Ht,2018/6/1,0.72,0,0.28,0.903734
U2419Ht,2018/7/1,0.39,0.6,0.00999999,0.903548
U2419Ht,2018/8/1,0.99,0,0.00999999,0.974411
U2419Ht,2018/9/1,0,0,1,0.987771
U2419Ht,2018/10/1,0,0,1,0.979737
U2419Ht,2018/11/1,0,0,1,0.963844
U2419Ht,2018/12/1,0,0,1,0.957559
U2419Ht,2019/1/1,0.99,0,0.00999999,0.979655
U2419Ht,2019/2/1,0,0,1,0.963174
U2419Ht,2019/3/1,0,0,1,0.968856
U2419Ht,2019/4/1,0.36,0,0.64,0.978413
U2419Ht,2019/5/1,0.1,0,0.9,0.844993
U2419Ht,2019/6/1,0.15,0.07,0.78,0.969799
U2419Ht,2019/7/1,0.08,0.15,0.77,0.902956
U2419Ht,2019/8/1,0.71,0.29,2.98023e-08,0.813967
U2419Ht,2019/9/1,0.18,0.81,0.00999999,0.968818
U2515Hc,2018/5/1,0,0.99,0.00999999,0.969858
U2515Hc,2018/6/1,0.49,0.08,0.43,0.900237
U2515Hc,2018/7/1,0.44,0.22,0.34,0.898295
U2515Hc,2018/8/1,0,0.93,0.07,0.97864
U2515Hc,2018/9/1,0.55,0.44,0.00999999,0.994831
U2515Hc,2018/10/1,0.96,0.04,2.23517e-08,0.97617
U2515Hc,2018/11/1,0.99,0,0.00999999,0.961694
U2515Hc,2018/12/1,0.99,0,0.00999999,0.92552
U2515Hc,2019/1/1,0,0.96,0.04,0.98715
U2515Hc,2019/2/1,0.96,0.04,2.23517e-08,0.953727
U2515Hc,2019/3/1,0.09,0.9,0.00999999,0.950062
U2515Hc,2019/4/1,0,0,1,0.958155
U2515Hc,2019/5/1,0,0,1,0.57776
U2515Hc,2019/6/1,0,0,1,0.936461
U2515Hc,2019/7/1,0,0.99,0.00999999,0.863866
U2515Hc,2019/8/1,0.99,0,0.00999999,0.696872
U2515Hc,2019/9/1,0.16,0,0.84,0.943763
U2518Dt,2018/5/1,0,0.99,0.00999999,0.978754
U2518Dt,2018/6/1,0.86,0.04,0.1,0.901013
U2518Dt,2018/7/1,0.62,0.19,0.19,0.904297
U2518Dt,2018/8/1,0.63,0.36,0.00999999,0.977905
U2518Dt,2018/9/1,0,0.54,0.46,0.994744
U2518Dt,2018/10/1,0.06,0.19,0.75,0.992949
U2518Dt,2018/11/1,0.13,0.86,0.00999999,0.97695
U2518Dt,2018/12/1,0.82,0,0.18,0.961432
U2518Dt,2019/1/1,0.99,0,0.00999999,0.982225
U2518Dt,2019/2/1,0,0,1,0.964755
U2518Dt,2019/3/1,0,0.99,0.00999999,0.947065
U2518Dt,2019/4/1,0,0,1,0.959517
U2518Dt,2019/5/1,0.02,0.97,0.00999999,0.77449
U2518Dt,2019/6/1,0,0,1,0.94812
U2518Dt,2019/7/1,0,0,1,0.904514
U2518Dt,2019/8/1,0,0.99,0.00999999,0.7442
U2518Dt,2019/9/1,0.96,0.04,2.23517e-08,0.958958
U2717Dt,2018/5/1,0,0.99,0.00999999,0.974804
U2717Dt,2018/6/1,0,0.64,0.36,0.903674
U2717Dt,2018/7/1,0.25,0.47,0.28,0.898998
U2717Dt,2018/8/1,0,0.61,0.39,0.972731
U2717Dt,2018/9/1,0,0.99,0.00999999,0.99452
U2717Dt,2018/10/1,0.82,0,0.18,0.985193
U2717Dt,2018/11/1,0,0.99,0.00999999,0.969246
U2717Dt,2018/12/1,0,0.49,0.51,0.948911
U2717Dt,2019/1/1,0.77,0,0.23,0.985515
U2717Dt,2019/2/1,0,0.99,0.00999999,0.967847
U2717Dt,2019/3/1,0.99,0,0.00999999,0.973993
U2717Dt,2019/4/1,0,0.99,0.00999999,0.972454
U2717Dt,2019/5/1,0.65,0.35,2.98023e-08,0.812015
U2717Dt,2019/6/1,0,0.08,0.92,0.945027
U2717Dt,2019/7/1,0,0.06,0.94,0.905285
U2717Dt,2019/8/1,0.99,0,0.00999999,0.712646
U2717Dt,2019/9/1,0.96,0.04,2.23517e-08,0.959265
U2718Qb,2018/5/1,0,0.99,0.00999999,0.972131
U2718Qb,2018/6/1,0.63,0.07,0.3,0.885374
U2718Qb,2018/7/1,0.17,0.1,0.73,0.915019
U2718Qb,2018/8/1,0.35,0.33,0.32,0.98019
U2718Qb,2018/9/1,0.97,0,0.03,0.996105
U2718Qb,2018/10/1,0.87,0.11,0.02,0.990029
U2718Qb,2018/11/1,0.99,0,0.00999999,0.975234
U2718Qb,2018/12/1,0.02,0.79,0.19,0.9546
U2718Qb,2019/1/1,0,0.54,0.46,0.985739
U2718Qb,2019/2/1,0.99,0,0.00999999,0.959217
U2718Qb,2019/3/1,0,0,1,0.970939
U2718Qb,2019/4/1,0.99,0,0.00999999,0.955746
U2718Qb,2019/5/1,0,0,1,0.832443
U2718Qb,2019/6/1,0,0.48,0.52,0.953079
U2718Qb,2019/7/1,0,0.31,0.69,0.937496
U2718Qb,2019/8/1,0.99,0,0.00999999,0.800185
U2718Qb,2019/9/1,0,0,1,0.965636
U2718QMb,2018/5/1,0,0.99,0.00999999,0.971491
U2718QMb,2018/6/1,0,0.49,0.51,0.877905
U2718QMb,2018/7/1,0.24,0,0.76,0.905638
U2718QMb,2018/8/1,0.99,0,0.00999999,0.974411
U2718QMb,2018/9/1,0,0,1,0.987771
U2718QMb,2018/10/1,0,0,1,0.979737
U2718QMb,2018/11/1,0,0,1,0.963844
U2718QMb,2018/12/1,0,0,1,0.957559
U2718QMb,2019/1/1,0.34,0,0.66,0.986114
U2718QMb,2019/2/1,0.21,0.78,0.0100001,0.973325
U2718QMb,2019/3/1,0.37,0,0.63,0.98058
U2718QMb,2019/4/1,0,0.57,0.43,0.972198
U2718QMb,2019/5/1,0,0.19,0.81,0.676586
U2718QMb,2019/6/1,0,0.18,0.82,0.958981
U2718QMb,2019/7/1,0,0.7,0.3,0.887796
U2718QMb,2019/8/1,0.9,0.1,2.23517e-08,0.777877
U2718QMb,2019/9/1,0.3,0.65,0.05,0.954721
U2719DSt,2018/5/1,0.99,0,0.00999999,0.973537
U2719DSt,2018/6/1,0.15,0.25,0.6,0.876835
U2719DSt,2018/7/1,0.04,0.04,0.92,0.899806
U2719DSt,2018/8/1,0.99,0,0.00999999,0.974411
U2719DSt,2018/9/1,0,0,1,0.987771
U2719DSt,2018/10/1,0,0,1,0.979737
U2719DSt,2018/11/1,0,0,1,0.963844
U2719DSt,2018/12/1,0,0,1,0.957559
U2719DSt,2019/1/1,0.99,0,0.00999999,0.979655
U2719DSt,2019/2/1,0,0,1,0.963174
U2719DSt,2019/3/1,0,0,1,0.968856
U2719DSt,2019/4/1,0.99,0,0.00999999,0.965042
U2719DSt,2019/5/1,0,0,1,0.808711
U2719DSt,2019/6/1,0,0,1,0.934354
U2719DSt,2019/7/1,0,0.16,0.84,0.926115
U2719DSt,2019/8/1,0.18,0.81,0.00999999,0.887323
U2719DSt,2019/9/1,0,0.51,0.49,0.973062
U2719Dt,2018/5/1,0.99,0,0.00999999,0.969739
U2719Dt,2018/6/1,0.65,0,0.35,0.903211
U2719Dt,2018/7/1,0.14,0,0.86,0.899597
U2719Dt,2018/8/1,0.99,0,0.00999999,0.974411
U2719Dt,2018/9/1,0,0,1,0.987771
U2719Dt,2018/10/1,0,0,1,0.979737
U2719Dt,2018/11/1,0,0,1,0.963844
U2719Dt,2018/12/1,0,0,1,0.957559
U2719Dt,2019/1/1,0.99,0,0.00999999,0.979655
U2719Dt,2019/2/1,0,0,1,0.963174
U2719Dt,2019/3/1,0,0,1,0.968856
U2719Dt,2019/4/1,0,0.36,0.64,0.978051
U2719Dt,2019/5/1,0.15,0,0.85,0.869476
U2719Dt,2019/6/1,0,0.15,0.85,0.958324
U2719Dt,2019/7/1,0,0.99,0.00999999,0.874048
U2719Dt,2019/8/1,0.84,0.16,2.98023e-08,0.846191
U2719Dt,2019/9/1,0,0.42,0.58,0.941409
