Model,Month,a,b,c,Precision
P2719Ht,2018/12/1,0,0.57,0.43,0.918886
P2719Ht,2019/1/1,0,0.99,0.00999999,0.980595
P2719Ht,2019/2/1,0.43,0,0.57,0.980766
P2719Ht,2019/3/1,0,0.06,0.94,0.981323
P2719Ht,2019/4/1,0.06,0.93,0.00999999,0.979465
P2719Ht,2019/5/1,0.81,0,0.19,0.895205
P2719Ht,2019/6/1,0,0.64,0.36,0.966629
P2719Ht,2019/7/1,0.1,0.79,0.11,0.887896
P2719Ht,2019/8/1,0.12,0.87,0.00999999,0.557696
P2719Ht,2019/9/1,0,0.99,0.00999999,0.931213
S2316Mc,2018/5/1,0,0.99,0.00999999,0.942556
S2316Mc,2018/6/1,0.99,0,0.00999999,0.615975
S2316Mc,2018/7/1,0,0.01,0.99,0.784678
S2316Mc,2018/8/1,0.96,0.04,2.23517e-08,0.939055
S2316Mc,2018/9/1,0.99,0,0.00999999,0.96865
S2316Mc,2018/10/1,0.99,0,0.00999999,0.947235
S2316Mc,2018/11/1,0,0.99,0.00999999,0.909931
S2316Mc,2018/12/1,0,0.99,0.00999999,0.918073
S2316Mc,2019/1/1,0.99,0,0.00999999,0.979229
S2316Mc,2019/2/1,0,0,1,0.918321
S2316Mc,2019/3/1,0,0,1,0.970712
S2316Mc,2019/4/1,0.17,0,0.83,0.957153
S2316Mc,2019/5/1,0,0,1,0.773624
S2316Mc,2019/6/1,0,0,1,0.93376
S2316Mc,2019/7/1,0.99,0,0.00999999,0.792042
S2316Mc,2019/8/1,0.62,0.37,0.00999999,0.627561
S2316Mc,2019/9/1,0.99,0,0.00999999,0.901242
S2319HSt,2018/5/1,0.99,0,0.00999999,0.973005
S2319HSt,2018/6/1,0,0,1,0.867087
S2319HSt,2018/7/1,0,0,1,0.897944
S2319HSt,2018/8/1,0.99,0,0.00999999,0.974411
S2319HSt,2018/9/1,0,0,1,0.987771
S2319HSt,2018/10/1,0,0,1,0.979737
S2319HSt,2018/11/1,0,0,1,0.963844
S2319HSt,2018/12/1,0,0,1,0.957559
S2319HSt,2019/1/1,0.34,0,0.66,0.986114
S2319HSt,2019/2/1,0.21,0.78,0.0100001,0.973325
S2319HSt,2019/3/1,0.11,0.39,0.5,0.987616
S2319HSt,2019/4/1,0.01,0.98,0.00999999,0.984444
S2319HSt,2019/5/1,0.43,0,0.57,0.935306
S2319HSt,2019/6/1,0,0.86,0.14,0.963275
S2319HSt,2019/7/1,0.68,0.31,0.00999999,0.918331
S2319HSt,2019/8/1,0,0,1,0.77019
S2319HSt,2019/9/1,0.41,0.54,0.05,0.960956
S2417DGb,2018/5/1,0.99,0,0.00999999,0.973005
S2417DGb,2018/6/1,0,0.35,0.65,0.916522
S2417DGb,2018/7/1,0.8,0.14,0.06,0.907159
S2417DGb,2018/8/1,0.37,0.62,0.00999999,0.980041
S2417DGb,2018/9/1,0.36,0.08,0.56,0.994923
S2417DGb,2018/10/1,0,0.99,0.00999999,0.989927
S2417DGb,2018/11/1,0.24,0.06,0.7,0.975615
S2417DGb,2018/12/1,0.4,0.6,0,0.961086
S2417DGb,2019/1/1,0.63,0.01,0.36,0.985553
S2417DGb,2019/2/1,0,0,1,0.971217
S2417DGb,2019/3/1,0.19,0,0.81,0.985317
S2417DGb,2019/4/1,0.82,0,0.18,0.981506
S2417DGb,2019/5/1,0.53,0.44,0.03,0.897927
S2417DGb,2019/6/1,0.11,0,0.89,0.972359
S2417DGb,2019/7/1,0,0.55,0.45,0.922337
S2417DGb,2019/8/1,0.42,0.58,5.96046e-08,0.835061
S2417DGb,2019/9/1,0,0.99,0.00999999,0.970728
S2419Hc,2018/5/1,0,0,1,0.976154
S2419Hc,2018/6/1,0.79,0.14,0.07,0.891412
S2419Hc,2018/7/1,0.14,0,0.86,0.899576
S2419Hc,2018/8/1,0.99,0,0.00999999,0.974411
S2419Hc,2018/9/1,0,0,1,0.987771
S2419Hc,2018/10/1,0,0,1,0.979737
S2419Hc,2018/11/1,0,0,1,0.963844
S2419Hc,2018/12/1,0,0,1,0.957559
S2419Hc,2019/1/1,0.34,0,0.66,0.986114
S2419Hc,2019/2/1,0.21,0.78,0.0100001,0.973325
S2419Hc,2019/3/1,0,0.92,0.08,0.97989
S2419Hc,2019/4/1,0.03,0.93,0.04,0.972914
S2419Hc,2019/5/1,0,0.85,0.15,0.792115
S2419Hc,2019/6/1,0,0,1,0.955065
S2419Hc,2019/7/1,0.01,0.3,0.69,0.91349
S2419Hc,2019/8/1,0,0.88,0.12,0.843081
S2419Hc,2019/9/1,0,0.99,0.00999999,0.967563
S2419HMt,2018/5/1,0,0,1,0.972689
S2419HMt,2018/6/1,0.34,0.65,0.00999999,0.923328
S2419HMt,2018/7/1,0.15,0.84,0.0100001,0.900949
S2419HMt,2018/8/1,0.99,0,0.00999999,0.974411
S2419HMt,2018/9/1,0,0.44,0.56,0.994515
S2419HMt,2018/10/1,0.32,0.67,0.00999999,0.98679
S2419HMt,2018/11/1,0.78,0.22,2.98023e-08,0.97297
S2419HMt,2018/12/1,0.55,0.44,0.00999999,0.967715
S2419HMt,2019/1/1,0.99,0,0.00999999,0.979638
S2419HMt,2019/2/1,0,0,1,0.965744
S2419HMt,2019/3/1,0.14,0.84,0.02,0.98042
S2419HMt,2019/4/1,0.99,0,0.00999999,0.966613
S2419HMt,2019/5/1,0.35,0.29,0.36,0.837259
S2419HMt,2019/6/1,0.27,0.08,0.65,0.96996
S2419HMt,2019/7/1,0,0.58,0.42,0.932395
S2419HMt,2019/8/1,0.47,0.41,0.12,0.90718
S2419HMt,2019/9/1,0,0.06,0.94,0.96772
S2716DGb,2018/5/1,0,0.99,0.00999999,0.972152
S2716DGb,2018/6/1,0.22,0.52,0.26,0.903277
S2716DGb,2018/7/1,0.47,0.06,0.47,0.909509
S2716DGb,2018/8/1,0,0.39,0.61,0.976084
S2716DGb,2018/9/1,0.88,0,0.12,0.999059
S2716DGb,2018/10/1,0,0.48,0.52,0.987231
S2716DGb,2018/11/1,0.37,0.18,0.45,0.978928
S2716DGb,2018/12/1,0.29,0.44,0.27,0.963904
S2716DGb,2019/1/1,0.87,0.11,0.02,0.985161
S2716DGb,2019/2/1,0,0.99,0.00999999,0.964393
S2716DGb,2019/3/1,0,0.51,0.49,0.990514
S2716DGb,2019/4/1,0.41,0,0.59,0.968494
S2716DGb,2019/5/1,0,0.87,0.13,0.892731
S2716DGb,2019/6/1,0.01,0.17,0.82,0.959303
S2716DGb,2019/7/1,0.1,0.64,0.26,0.923302
S2716DGb,2019/8/1,0.71,0.05,0.24,0.829057
S2716DGb,2019/9/1,0,0.97,0.03,0.985346
S2719DGFc,2018/5/1,0.96,0.04,2.23517e-08,0.97537
S2719DGFc,2018/6/1,0,0.91,0.09,0.9033
S2719DGFc,2018/7/1,0.15,0.84,0.0100001,0.901085
S2719DGFc,2018/8/1,0.99,0,0.00999999,0.974411
S2719DGFc,2018/9/1,0,0,1,0.987771
S2719DGFc,2018/10/1,0,0,1,0.979737
S2719DGFc,2018/11/1,0,0,1,0.963844
S2719DGFc,2018/12/1,0,0,1,0.957559
S2719DGFc,2019/1/1,0.99,0,0.00999999,0.979655
S2719DGFc,2019/2/1,0,0,1,0.963174
S2719DGFc,2019/3/1,0.37,0,0.63,0.969252
S2719DGFc,2019/4/1,0.37,0.06,0.57,0.968261
S2719DGFc,2019/5/1,0,0.12,0.88,0.863461
S2719DGFc,2019/6/1,0,0,1,0.952674
S2719DGFc,2019/7/1,0.02,0.4,0.58,0.922033
S2719DGFc,2019/8/1,0.5,0.32,0.18,0.878515
S2719DGFc,2019/9/1,0,0.99,0.00999999,0.959597
S2719HSt,2018/5/1,0,0,1,0.972958
S2719HSt,2018/6/1,0.08,0.74,0.18,0.904096
S2719HSt,2018/7/1,0.14,0.85,0.00999999,0.899659
S2719HSt,2018/8/1,0.99,0,0.00999999,0.974411
S2719HSt,2018/9/1,0,0,1,0.987771
S2719HSt,2018/10/1,0,0,1,0.979737
S2719HSt,2018/11/1,0,0,1,0.963844
S2719HSt,2018/12/1,0,0,1,0.957559
S2719HSt,2019/1/1,0.99,0,0.00999999,0.979655
S2719HSt,2019/2/1,0.21,0,0.79,0.973325
S2719HSt,2019/3/1,0.35,0.64,0.00999999,0.98506
S2719HSt,2019/4/1,0,0.36,0.64,0.978051
S2719HSt,2019/5/1,0.16,0.71,0.13,0.869842
S2719HSt,2019/6/1,0.13,0,0.87,0.965309
S2719HSt,2019/7/1,0,0.42,0.58,0.92431
S2719HSt,2019/8/1,0.71,0.29,2.98023e-08,0.84661
S2719HSt,2019/9/1,0.96,0.04,2.23517e-08,0.965497
SE2018HRf,2018/5/1,0,0.99,0.00999999,0.973553
SE2018HRf,2018/6/1,0,0.99,0.00999999,0.889703
SE2018HRf,2018/7/1,0.74,0.18,0.08,0.881781
SE2018HRf,2018/8/1,0.67,0,0.33,0.973711
SE2018HRf,2018/9/1,0,0.99,0.00999999,0.972862
SE2018HRf,2018/10/1,0.52,0.04,0.44,0.990816
SE2018HRf,2018/11/1,0.75,0,0.25,0.971202
SE2018HRf,2018/12/1,0.16,0.07,0.77,0.969679
SE2018HRf,2019/1/1,0,0.99,0.00999999,0.973568
SE2018HRf,2019/2/1,0.99,0,0.00999999,0.971118
SE2018HRf,2019/3/1,0.99,0,0.00999999,0.962024
SE2018HRf,2019/4/1,0.74,0.21,0.05,0.956518
SE2018HRf,2019/5/1,0,0,1,0.853319
SE2018HRf,2019/6/1,0.12,0,0.88,0.958396
SE2018HRf,2019/7/1,0,0.16,0.84,0.900125
SE2018HRf,2019/8/1,0,0.84,0.16,0.767624
SE2018HRf,2019/9/1,0.59,0.41,2.98023e-08,0.978167
SE2018HV,2018/5/1,0.86,0.13,0.00999999,0.973201
SE2018HV,2018/6/1,0.73,0.26,0.00999999,0.873761
SE2018HV,2018/7/1,0.41,0.43,0.16,0.875982
SE2018HV,2018/8/1,0.21,0.03,0.76,0.980133
SE2018HV,2018/9/1,0.14,0.85,0.00999999,0.994911
SE2018HV,2018/10/1,0.48,0.51,0.00999999,0.988786
SE2018HV,2018/11/1,0.5,0.49,0.00999999,0.972749
SE2018HV,2018/12/1,0,0.58,0.42,0.971631
